DELIVERY_NAME,DELIVERY_RATING,MARKET_NUMBER,MARKET_NAME,TIMEZONE,DASHER,IS_FIRST_DELIVERY,VEHICLE,CREATED_AT,QUOTED_DELIVERY_TIME,ESTIMATED_DELIVERY_TIME,ASAP,FRAUDULENT,ACTUAL_PICKUP_TIME,ACTUAL_DELIVERY_TIME,DASHER_ASSIGNED_TIME,MANUALLY_ASSIGNED,DASHER_CONFIRMED_TIME,DASHER_AT_STORE_TIME,CANCELLED_AT,ACTIVE_DATE,COMPOSITE_SCORE,SUBTOTAL,CONFIRM_TO_DELIVER_DURATION,DASHER_TO_RESTAURANT_DURATION,DASHER_WAIT_DURATION,RESTAURANT_TO_CUSTOMER_DURATION,WAS_BATCHED,TOTAL_ITEM_COUNT,DASHER_TO_STORE_TIME_CATEGORY,ACTUAL_PICKUP_TIME_GALAXY_A,ACTUAL_DELIVERY_TIME_GALAXY_A,DASHER_ASSIGNED_TIME_GALAXY_A,DASHER_AT_STORE_TIME_GALAXY_A,COMPOSITE_STAR_RATING,NUM_FIVE_STARS,NUM_DELIVERIES,NUM_ON_TIME_DELIVERIES
1448,5,4001,Dashattan,Galaxy A,KC,0,car,2055-06-12T20:55:40.497868Z,2055-06-12T21:58:09.551Z,2055-06-12T21:39:16.551Z,1,1,2055-06-12T21:30:24.37677Z,2055-06-12T21:37:36.409707Z,2055-06-12T20:55:54.415667Z,0,2055-06-12T20:56:21.054655Z,2055-06-12T21:00:45.112963Z,,6/12/2055,3.412515109,7500,2475,264,1779,432,0,23,early,2055-06-12T17:30:24.37677Z,2055-06-12T17:37:36.409707Z,2055-06-12T16:55:54.415667Z,2055-06-12T17:00:45.112963Z,4.54,2229,6580,
252,,4001,Dashattan,Galaxy A,KC,0,car,2055-06-03T13:53:40.299682Z,2055-06-03T14:35:59.38Z,2055-06-03T14:26:20.38Z,1,0,2055-06-03T14:24:22.267753Z,2055-06-03T14:41:08.49135Z,2055-06-03T14:00:19.017871Z,1,2055-06-03T14:00:36.072249Z,2055-06-03T14:11:10.316031Z,,6/3/2055,4.5,7500,2432,634,792,1006,1,16,,2055-06-03T10:24:22.267753Z,2055-06-03T10:41:08.49135Z,2055-06-03T10:00:19.017871Z,2055-06-03T10:11:10.316031Z,4.54,2229,6580,
349,5,4050,Doorlanta,Galaxy A,Anisha,0,car,2055-06-03T22:33:56.344997Z,2055-06-03T23:36:22.418Z,2055-06-03T23:17:29.418Z,1,0,2055-06-03T22:56:12.623884Z,2055-06-03T23:12:59.845577Z,2055-06-03T22:34:07.37549Z,0,2055-06-03T22:34:12.598085Z,,,6/3/2055,4.8,7500,2327,,,1007,0,17,,2055-06-03T18:56:12.623884Z,2055-06-03T19:12:59.845577Z,2055-06-03T18:34:07.37549Z,,4.7,272,931,144
528,5,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-05T01:34:44.099926Z,2055-06-05T02:29:44.21Z,2055-06-05T02:08:26.21Z,1,0,2055-06-05T02:11:24.746754Z,2055-06-05T02:23:03.370921Z,2055-06-05T01:44:47.367076Z,0,2055-06-05T01:44:51.191099Z,2055-06-05T02:05:03.516913Z,,6/4/2055,4.6,7500,2292,1212,381,699,0,7,late,2055-06-04T22:11:24.746754Z,2055-06-04T22:23:03.370921Z,2055-06-04T21:44:47.367076Z,2055-06-04T22:05:03.516913Z,4.49,2315,7039,763
104,,4001,Dashattan,Galaxy A,Arya,0,bicycle,2055-06-02T01:20:42.291878Z,2055-06-02T02:10:22.35Z,2055-06-02T01:55:43.35Z,1,0,2055-06-02T01:43:03.031108Z,2055-06-02T01:51:41.123571Z,2055-06-02T01:26:54.526136Z,0,2055-06-02T01:27:36.185254Z,2055-06-02T01:38:52.584896Z,,6/1/2055,2.697518646,7500,1445,676,251,518,0,4,on time,2055-06-01T21:43:03.031108Z,2055-06-01T21:51:41.123571Z,2055-06-01T21:26:54.526136Z,2055-06-01T21:38:52.584896Z,4.17,457,1599,
195,5,4050,Doorlanta,Galaxy A,Hersh,0,car,2055-06-02T22:48:18.7991Z,2055-06-02T23:43:19.081Z,2055-06-02T23:22:19.081Z,1,0,2055-06-02T23:17:56.920722Z,2055-06-02T23:32:21.439285Z,2055-06-02T22:48:27.483323Z,0,2055-06-02T22:48:38.091622Z,2055-06-02T23:02:03.903694Z,,6/2/2055,4.7,7500,2623,805,953,865,0,5,on time,2055-06-02T19:17:56.920722Z,2055-06-02T19:32:21.439285Z,2055-06-02T18:48:27.483323Z,2055-06-02T19:02:03.903694Z,4.7,212,624,347
735,1,4001,Dashattan,Galaxy A,Rojan,0,bicycle,2055-06-06T16:05:07.268663Z,2055-06-10T15:30:00Z,2055-06-10T15:30:00Z,0,0,2055-06-10T14:44:52.018664Z,2055-06-10T14:55:28.739002Z,2055-06-10T14:31:54.182274Z,0,2055-06-10T14:32:02.882878Z,2055-06-10T14:36:50.807189Z,,6/10/2055,4.5,7500,1406,288,482,636,0,6,early,2055-06-10T10:44:52.018664Z,2055-06-10T10:55:28.739002Z,2055-06-10T10:31:54.182274Z,2055-06-10T10:36:50.807189Z,4.58,254,788,9
518,5,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-05T00:56:04.766366Z,2055-06-05T01:54:06.849Z,2055-06-05T01:47:12.849Z,1,0,2055-06-05T02:00:51.837178Z,2055-06-05T02:20:03.635668Z,2055-06-05T01:09:07.411357Z,0,2055-06-05T01:09:25.078358Z,2055-06-05T01:15:39.081256Z,,6/4/2055,4,7500,4238,374,2712,1152,1,8,,2055-06-04T22:00:51.837178Z,2055-06-04T22:20:03.635668Z,2055-06-04T21:09:07.411357Z,2055-06-04T21:15:39.081256Z,4.62,259,604,21
826,3,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-07T13:35:40.476432Z,2055-06-07T16:00:00Z,2055-06-07T16:00:00Z,0,0,2055-06-07T15:42:08.992546Z,2055-06-07T15:58:15.312059Z,2055-06-07T15:00:07.364067Z,0,2055-06-07T15:00:22.114565Z,,,6/7/2055,4.6,7500,3473,,,967,0,5,,2055-06-07T11:42:08.992546Z,2055-06-07T11:58:15.312059Z,2055-06-07T11:00:07.364067Z,,4.62,259,604,21
625,,4050,Doorlanta,Galaxy A,Benn,0,car,2055-06-05T21:33:17.842122Z,2055-06-05T22:23:17.897Z,2055-06-05T22:03:40.897Z,1,0,2055-06-05T22:02:11.765254Z,2055-06-05T22:09:08.000665Z,2055-06-05T21:33:27.372403Z,0,2055-06-05T21:33:39.281602Z,2055-06-05T21:41:07.424411Z,,6/5/2055,4.7,7500,2129,448,1264,417,0,7,early,2055-06-05T18:02:11.765254Z,2055-06-05T18:09:08.000665Z,2055-06-05T17:33:27.372403Z,2055-06-05T17:41:07.424411Z,4.63,241,995,626
587,,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-05T18:25:57.59864Z,2055-06-05T19:29:46.673Z,2055-06-05T19:06:28.673Z,1,0,2055-06-05T18:49:53.659536Z,2055-06-05T19:15:19.46806Z,2055-06-05T18:30:27.341135Z,0,2055-06-05T18:30:34.123529Z,2055-06-05T18:41:22.058908Z,,6/5/2055,4.5,7500,2685,648,511,1526,1,8,,2055-06-05T14:49:53.659536Z,2055-06-05T15:15:19.46806Z,2055-06-05T14:30:27.341135Z,2055-06-05T14:41:22.058908Z,4.62,259,604,21
547,,4001,Dashattan,Galaxy A,Samm,0,car,2055-06-05T14:45:11.325945Z,2055-06-05T16:15:00Z,2055-06-05T16:15:00Z,0,0,2055-06-05T15:57:07.738264Z,2055-06-05T16:09:02.354991Z,2055-06-05T15:15:34.245712Z,0,2055-06-05T15:15:38.415009Z,2055-06-05T15:24:05.299638Z,,6/5/2055,4.7,7500,3204,507,1982,715,1,5,,2055-06-05T11:57:07.738264Z,2055-06-05T12:09:02.354991Z,2055-06-05T11:15:34.245712Z,2055-06-05T11:24:05.299638Z,4.03,505,1721,457
923,5,4050,Doorlanta,Galaxy A,Ash,0,car,2055-06-08T13:04:45.506723Z,2055-06-08T16:30:00Z,2055-06-08T16:30:00Z,0,0,2055-06-08T16:08:56.447868Z,2055-06-08T16:28:32.697856Z,2055-06-08T15:30:27.489897Z,0,2055-06-08T15:30:43.671048Z,2055-06-08T15:51:07.390628Z,,6/8/2055,4.6,7500,3469,1224,1069,1176,0,8,late,2055-06-08T12:08:56.447868Z,2055-06-08T12:28:32.697856Z,2055-06-08T11:30:27.489897Z,2055-06-08T11:51:07.390628Z,4.66,161,398,
